Total Pop,Males < 5,Males 5-9,Males 10-14,Males 15-17,Females < 5,Females 5-9,Females 10-14,Females 15-17,# Foreign Born,Overseas Move Past Year,Total Fam HH,1-person Fam HH,2-person Fam HH,3-person Fam HH,4-person Fam HH,5-person Fam HH,6-person Fam HH,7+-person Fam HH,Total non-Fam HH,1-person non-Fam HH,2-person non-Fam HH,3-person non-Fam HH,4-person non-Fam HH,5-person non-Fam HH,6-person non-Fam HH,7+-person non-Fam HH,Total Female Population,Women 15-50 Who've Given Birth,Total Male Public School,Male Public Age 3-4,Male Public Age 5-9,Male Public Age 10-14,Male Public Age 15-17,Total Male Private School,Male Private Age 3-4,Male Private Age 5-9,Male Private Age 10-14,Male Private Age 15-17,Total Male Not Enrolled,Male Not Enrolled Age 3-4,Male Not Enrolled Age 5-9,Male Not Enrolled Age 10-14,Male Not Enrolled Age 15-17,Total Female Public School,Female Public Age 3-4,Female Public Age 5-9,Female Public Age 10-14,Female Public Age 15-17,Total Female Private School,Female Private Age 3-4,Female Private Age 5-9,Female Private Age 10-14,Female Private Age 15-17,Total Female Not Enrolled,Female Not Enrolled Age 3-4,Female Not Enrolled Age 5-9,Female Not Enrolled Age 10-14,Female Not Enrolled Age 15-17,Total Below Poverty Level Ages 3+,Below Poverty Level Enrolled in School Ages 3+,Below Poverty Level Not Enrolled Ages 3+,NAME,county,state
366280.0,10176.0,12613.0,12506.0,8021.0,10139.0,11903.0,12179.0,7771.0,38505.0,1504.0,135456.0,94904.0,43403.0,19623.0,18874.0,8002.0,3673.0,1329.0,40552.0,32684.0,6750.0,864.0,167.0,13.0,68.0,6.0,82468.0,3656.0,41685.0,1001.0,10731.0,11342.0,7242.0,6148.0,1315.0,1162.0,1015.0,445.0,125136.0,2100.0,720.0,149.0,334.0,42178.0,1002.0,10341.0,11012.0,7196.0,6961.0,1309.0,1164.0,1064.0,510.0,132532.0,1948.0,398.0,103.0,65.0,30693.0,10505.0,20188.0,"Placer County, California",061,06
18966.0,542.0,443.0,425.0,340.0,368.0,547.0,324.0,238.0,845.0,45.0,8217.0,4917.0,3077.0,651.0,804.0,291.0,94.0,0.0,3300.0,2738.0,519.0,29.0,14.0,0.0,0.0,0.0,3297.0,134.0,1620.0,60.0,405.0,370.0,304.0,187.0,50.0,28.0,25.0,33.0,7492.0,123.0,10.0,30.0,3.0,1523.0,11.0,472.0,324.0,178.0,171.0,17.0,40.0,0.0,19.0,7456.0,132.0,35.0,0.0,41.0,2565.0,733.0,1832.0,"Plumas County, California",063,06
2298032.0,81019.0,86613.0,89684.0,56115.0,77363.0,84065.0,85951.0,53923.0,505791.0,12084.0,699232.0,514800.0,170778.0,102742.0,110384.0,70028.0,33535.0,27333.0,184432.0,145177.0,32277.0,4234.0,1567.0,794.0,299.0,84.0,564502.0,30908.0,292278.0,7424.0,76744.0,83579.0,51803.0,35181.0,4210.0,6398.0,5058.0,2904.0,768754.0,22121.0,3471.0,1047.0,1408.0,291333.0,6521.0,74391.0,79234.0,49707.0,42066.0,4911.0,6401.0,5855.0,3109.0,777074.0,21849.0,3273.0,862.0,1107.0,357900.0,137009.0,220891.0,"Riverside County, California",065,06
1465832.0,51003.0,51618.0,50758.0,31293.0,48034.0,48692.0,49527.0,29819.0,299647.0,8293.0,522596.0,343209.0,130158.0,77898.0,71256.0,35952.0,15909.0,12036.0,179387.0,141282.0,30954.0,4780.0,1751.0,248.0,214.0,158.0,367167.0,19770.0,177699.0,4828.0,44988.0,46487.0,28441.0,23856.0,3743.0,4546.0,3621.0,2279.0,484992.0,11862.0,2084.0,650.0,573.0,182627.0,5639.0,42304.0,45090.0,26335.0,26926.0,3558.0,4529.0,3964.0,2744.0,511259.0,10934.0,1859.0,473.0,740.0,245938.0,96501.0,149437.0,"Sacramento County, California",067,06
57557.0,2003.0,1782.0,2749.0,1434.0,1996.0,2321.0,2077.0,1411.0,11702.0,174.0,17198.0,13721.0,4563.0,2996.0,3117.0,1486.0,633.0,926.0,3477.0,2709.0,531.0,139.0,57.0,41.0,0.0,0.0,14028.0,917.0,7342.0,128.0,1707.0,2512.0,1349.0,687.0,150.0,51.0,211.0,72.0,19558.0,539.0,24.0,26.0,13.0,7608.0,196.0,2104.0,1927.0,1289.0,992.0,192.0,142.0,134.0,110.0,19123.0,547.0,75.0,16.0,12.0,5656.0,1978.0,3678.0,"San Benito County, California",069,06
2094769.0,79296.0,80639.0,84260.0,52398.0,75919.0,77714.0,79202.0,50330.0,445717.0,10872.0,614325.0,464389.0,140721.0,102791.0,100546.0,63753.0,31907.0,24671.0,149936.0,120388.0,23210.0,3791.0,1714.0,565.0,148.0,120.0,536119.0,32208.0,278930.0,8511.0,72124.0,79187.0,48520.0,32333.0,3165.0,5130.0,4083.0,2664.0,683364.0,20194.0,3385.0,990.0,1214.0,279608.0,8836.0,69613.0,74308.0,46965.0,36997.0,3367.0,5184.0,3823.0,2100.0,691488.0,19093.0,2917.0,1071.0,1265.0,370761.0,145665.0,225096.0,"San Bernardino County, California",071,06
3223096.0,107704.0,103795.0,97622.0,62749.0,103170.0,96694.0,96378.0,59362.0,758527.0,33124.0,1094157.0,731328.0,281791.0,170966.0,153996.0,72385.0,30947.0,21243.0,362829.0,267512.0,75805.0,12654.0,4700.0,1414.0,437.0,307.0,813188.0,40285.0,376506.0,11811.0,90817.0,89226.0,57005.0,62384.0,9758.0,9675.0,7425.0,4037.0,1115688.0,21768.0,3303.0,971.0,1707.0,366929.0,12202.0,84453.0,87713.0,53427.0,64068.0,9640.0,9027.0,7697.0,4501.0,1113875.0,22049.0,3214.0,968.0,1434.0,432733.0,166579.0,266154.0,"San Diego County, California",073,06
840763.0,19492.0,15378.0,14065.0,8489.0,18631.0,15110.0,13362.0,8177.0,295417.0,13119.0,353287.0,161887.0,75396.0,37098.0,28145.0,11386.0,4850.0,5012.0,191400.0,133514.0,42563.0,9784.0,3968.0,997.0,355.0,219.0,230148.0,8455.0,56552.0,1681.0,10518.0,10033.0,6348.0,24965.0,3328.0,4461.0,3683.0,1829.0,334032.0,2123.0,399.0,349.0,312.0,61416.0,1767.0,10189.0,9162.0,6080.0,29164.0,3264.0,4348.0,4010.0,1967.0,310618.0,1944.0,573.0,190.0,130.0,107261.0,37017.0,70244.0,"San Francisco County, California",075,06
708554.0,26922.0,27479.0,29966.0,17625.0,25698.0,27086.0,27721.0,16815.0,165260.0,3121.0,219073.0,163845.0,52851.0,35669.0,35933.0,22385.0,9476.0,7531.0,55228.0,43549.0,9031.0,1645.0,668.0,216.0,41.0,78.0,172792.0,10624.0,91631.0,3115.0,25123.0,28234.0,16197.0,11268.0,1557.0,1505.0,1423.0,934.0,233510.0,6259.0,851.0,309.0,494.0,90609.0,2899.0,24434.0,25750.0,15574.0,14802.0,1512.0,1792.0,1640.0,960.0,236624.0,7168.0,860.0,331.0,281.0,120825.0,47055.0,73770.0,"San Joaquin County, California",077,06
276517.0,7216.0,7361.0,6905.0,4634.0,6483.0,6769.0,7165.0,4313.0,29171.0,1308.0,103576.0,65508.0,32647.0,13287.0,11516.0,5095.0,1841.0,1122.0,38068.0,27089.0,7613.0,1749.0,994.0,525.0,54.0,44.0,61962.0,2526.0,36150.0,719.0,6357.0,6266.0,4338.0,3028.0,705.0,637.0,557.0,247.0,97751.0,1768.0,367.0,82.0,49.0,33035.0,829.0,5786.0,6525.0,3892.0,3891.0,663.0,820.0,583.0,319.0,94856.0,1209.0,163.0,57.0,102.0,37613.0,19234.0,18379.0,"San Luis Obispo County, California",079,06
748731.0,23504.0,24020.0,22103.0,13269.0,22455.0,22961.0,21142.0,12576.0,258709.0,8224.0,259711.0,178371.0,67437.0,41740.0,40402.0,17632.0,6365.0,4795.0,81340.0,62926.0,14403.0,2367.0,984.0,437.0,115.0,108.0,179760.0,9016.0,73122.0,2437.0,18831.0,18223.0,11008.0,20315.0,3897.0,4515.0,3517.0,2100.0,261488.0,3679.0,674.0,363.0,161.0,72893.0,2480.0,18129.0,17206.0,10123.0,21108.0,3557.0,4248.0,3623.0,2207.0,273040.0,3144.0,584.0,313.0,246.0,56822.0,20106.0,36716.0,"San Mateo County, California",081,06
435850.0,14432.0,13657.0,13590.0,8650.0,13809.0,12551.0,13889.0,7909.0,100298.0,4966.0,142713.0,93473.0,35504.0,20256.0,16916.0,11440.0,4727.0,4630.0,49240.0,35414.0,9209.0,1904.0,1409.0,600.0,360.0,344.0,108488.0,4994.0,61061.0,1736.0,11761.0,12427.0,7866.0,6606.0,891.0,1507.0,1013.0,623.0,142338.0,3327.0,389.0,150.0,161.0,58987.0,1423.0,10604.0,12596.0,7158.0,7332.0,1165.0,1371.0,1113.0,544.0,142864.0,3037.0,576.0,180.0,207.0,64304.0,32402.0,31902.0,"Santa Barbara County, California",083,06
1868149.0,62862.0,65225.0,59697.0,35171.0,59535.0,60869.0,58571.0,33505.0,704081.0,31348.0,621463.0,446734.0,150892.0,109998.0,108251.0,44702.0,17600.0,15291.0,174729.0,131896.0,32148.0,6448.0,2530.0,1110.0,292.0,305.0,469181.0,26001.0,202757.0,5430.0,52144.0,51535.0,30433.0,52871.0,9898.0,10972.0,7229.0,4029.0,646913.0,11071.0,2109.0,933.0,709.0,199367.0,4729.0,49140.0,50213.0,28557.0,51055.0,8728.0,9726.0,7548.0,4373.0,643178.0,10533.0,2003.0,810.0,575.0,168472.0,61985.0,106487.0,"Santa Clara County, California",085,06
269278.0,7631.0,7439.0,8145.0,4818.0,7332.0,7585.0,7147.0,4591.0,49445.0,1138.0,94802.0,59675.0,25115.0,12414.0,12536.0,5453.0,2127.0,2030.0,35127.0,24995.0,7200.0,1593.0,690.0,240.0,316.0,93.0,67788.0,3077.0,34768.0,864.0,6252.0,6876.0,4353.0,4392.0,820.0,885.0,1015.0,355.0,90318.0,1711.0,302.0,254.0,110.0,35412.0,442.0,6493.0,6232.0,4140.0,4279.0,576.0,688.0,837.0,362.0,91400.0,1841.0,404.0,78.0,89.0,37502.0,16301.0,21201.0,"Santa Cruz County, California",087,06
178942.0,5294.0,5700.0,5414.0,3658.0,5087.0,5615.0,4841.0,3352.0,8770.0,754.0,69375.0,44950.0,23374.0,9423.0,6540.0,3551.0,1471.0,591.0,24425.0,19548.0,3766.0,700.0,309.0,54.0,33.0,15.0,38194.0,1512.0,17722.0,630.0,4730.0,4676.0,3271.0,3633.0,439.0,780.0,617.0,288.0,63504.0,1233.0,190.0,121.0,99.0,18239.0,631.0,4767.0,4353.0,3073.0,3463.0,445.0,557.0,405.0,245.0,66730.0,1352.0,291.0,83.0,34.0,30392.0,10662.0,19730.0,"Shasta County, California",089,06
3021.0,18.0,82.0,76.0,60.0,76.0,71.0,80.0,0.0,112.0,0.0,1252.0,769.0,571.0,78.0,70.0,38.0,12.0,0.0,483.0,406.0,77.0,0.0,0.0,0.0,0.0,0.0,434.0,9.0,180.0,0.0,72.0,66.0,19.0,21.0,0.0,10.0,10.0,0.0,1295.0,9.0,0.0,0.0,41.0,166.0,0.0,54.0,74.0,0.0,43.0,9.0,17.0,6.0,0.0,1280.0,40.0,0.0,0.0,0.0,426.0,68.0,358.0,"Sierra County, California",091,06
43895.0,1107.0,1320.0,1263.0,839.0,1182.0,1364.0,1114.0,733.0,2147.0,58.0,19133.0,11910.0,6566.0,2310.0,1774.0,827.0,337.0,96.0,7223.0,5957.0,1102.0,90.0,62.0,9.0,0.0,3.0,7953.0,377.0,4052.0,122.0,1133.0,1156.0,740.0,432.0,78.0,130.0,84.0,47.0,16649.0,215.0,57.0,23.0,52.0,4081.0,140.0,1161.0,910.0,685.0,673.0,69.0,134.0,176.0,33.0,16517.0,174.0,69.0,28.0,15.0,9443.0,2609.0,6834.0,"Siskiyou County, California",093,06
425753.0,13435.0,13863.0,14463.0,8813.0,12889.0,13872.0,13264.0,8564.0,85493.0,2990.0,143612.0,103174.0,39252.0,24264.0,21295.0,11049.0,4291.0,3023.0,40438.0,31739.0,7083.0,1027.0,425.0,118.0,15.0,31.0,101592.0,5246.0,48016.0,1377.0,11710.0,13222.0,7819.0,7827.0,1311.0,1512.0,1086.0,688.0,148439.0,3148.0,641.0,155.0,306.0,46743.0,1400.0,11962.0,11730.0,7782.0,7812.0,1031.0,1254.0,1262.0,618.0,151854.0,2995.0,656.0,272.0,164.0,52017.0,18143.0,33874.0,"Solano County, California",095,06
495078.0,13590.0,15471.0,14493.0,9484.0,13214.0,14211.0,14358.0,8868.0,82200.0,1454.0,187782.0,118467.0,51439.0,26630.0,24152.0,9947.0,3276.0,3023.0,69315.0,53124.0,12768.0,2102.0,986.0,261.0,25.0,49.0,113108.0,5729.0,52722.0,1503.0,13395.0,13006.0,8199.0,7194.0,1267.0,1744.0,1260.0,1048.0,174451.0,2370.0,332.0,227.0,237.0,54894.0,1405.0,12504.0,12821.0,7990.0,7624.0,1481.0,1162.0,1351.0,748.0,182540.0,3125.0,545.0,186.0,130.0,54436.0,18797.0,35639.0,"Sonoma County, California",097,06
527367.0,20080.0,20485.0,21220.0,12969.0,19059.0,19277.0,20252.0,12217.0,108796.0,1746.0,169196.0,124736.0,41789.0,27027.0,26876.0,16145.0,7850.0,5049.0,44460.0,34907.0,7800.0,1024.0,502.0,127.0,42.0,58.0,129342.0,7794.0,68569.0,2247.0,18741.0,20080.0,11949.0,6181.0,947.0,989.0,903.0,639.0,174616.0,5207.0,755.0,237.0,381.0,68665.0,2235.0,17764.0,18916.0,11264.0,7007.0,811.0,915.0,920.0,579.0,179297.0,4660.0,598.0,416.0,374.0,99260.0,38302.0,60958.0,"Stanislaus County, California",099,06
95247.0,3432.0,3933.0,3403.0,2240.0,3130.0,4133.0,2925.0,2104.0,21403.0,660.0,31917.0,23432.0,8507.0,5217.0,4450.0,2608.0,1440.0,1210.0,8485.0,6936.0,1203.0,186.0,61.0,64.0,35.0,0.0,22321.0,1499.0,12166.0,413.0,3579.0,3192.0,2051.0,1317.0,151.0,210.0,204.0,151.0,31857.0,859.0,144.0,7.0,38.0,11971.0,503.0,3750.0,2701.0,1903.0,1427.0,191.0,242.0,187.0,114.0,32681.0,617.0,141.0,37.0,87.0,15669.0,6129.0,9540.0,"Sutter County, California",101,06
63152.0,2153.0,2325.0,2060.0,1326.0,1865.0,2026.0,2146.0,1380.0,5293.0,133.0,23704.0,16350.0,7459.0,3436.0,3167.0,1495.0,509.0,284.0,7354.0,5994.0,1244.0,63.0,35.0,18.0,0.0,0.0,13571.0,556.0,6729.0,376.0,2209.0,1974.0,1168.0,564.0,110.0,83.0,73.0,142.0,22839.0,310.0,33.0,13.0,16.0,7147.0,151.0,1833.0,2044.0,1226.0,665.0,60.0,85.0,64.0,154.0,22649.0,452.0,108.0,38.0,0.0,11504.0,3790.0,7714.0,"Tehama County, California",103,06
13373.0,326.0,202.0,378.0,225.0,306.0,373.0,268.0,240.0,731.0,0.0,5484.0,3298.0,2043.0,586.0,346.0,217.0,43.0,63.0,2186.0,1804.0,382.0,0.0,0.0,0.0,0.0,0.0,2380.0,35.0,1058.0,102.0,191.0,361.0,214.0,94.0,36.0,0.0,17.0,7.0,5625.0,87.0,11.0,0.0,4.0,1115.0,110.0,308.0,234.0,204.0,124.0,0.0,39.0,34.0,8.0,5096.0,36.0,26.0,0.0,28.0,2518.0,578.0,1940.0,"Trinity County, California",105,06
454033.0,20758.0,20954.0,20010.0,11819.0,19566.0,20505.0,18971.0,11430.0,102314.0,1449.0,133570.0,104130.0,29881.0,21047.0,22919.0,15587.0,8412.0,6284.0,29440.0,23272.0,4657.0,989.0,245.0,79.0,114.0,84.0,110345.0,7532.0,65369.0,3051.0,19561.0,19208.0,11166.0,4141.0,650.0,632.0,650.0,325.0,146477.0,5618.0,761.0,152.0,328.0,65561.0,2635.0,19149.0,17926.0,10866.0,4892.0,504.0,582.0,729.0,433.0,144825.0,5098.0,774.0,316.0,131.0,117250.0,48088.0,69162.0,"Tulare County, California",107,06
54079.0,1104.0,1506.0,1130.0,838.0,1148.0,1298.0,1224.0,841.0,2458.0,55.0,22133.0,14546.0,8426.0,3029.0,1660.0,913.0,269.0,249.0,7587.0,6150.0,1278.0,94.0,35.0,20.0,10.0,0.0,9212.0,365.0,4884.0,156.0,1317.0,1023.0,720.0,632.0,100.0,174.0,107.0,118.0,22132.0,278.0,15.0,0.0,0.0,4479.0,76.0,1158.0,1066.0,775.0,605.0,52.0,132.0,157.0,66.0,20066.0,309.0,8.0,1.0,0.0,6658.0,1589.0,5069.0,"Tuolumne County, California",109,06
840833.0,27565.0,27115.0,31382.0,18807.0,26643.0,28392.0,28298.0,18015.0,191739.0,4626.0,268969.0,198047.0,70432.0,43804.0,42476.0,22364.0,10161.0,8810.0,70922.0,55777.0,11291.0,2494.0,862.0,335.0,116.0,47.0,202150.0,10795.0,98796.0,3542.0,23737.0,28298.0,16866.0,16473.0,2751.0,2600.0,2755.0,1549.0,285798.0,5855.0,778.0,329.0,392.0,96593.0,3254.0,24672.0,24859.0,15873.0,18252.0,2613.0,2963.0,2837.0,1721.0,294442.0,5714.0,757.0,602.0,421.0,86246.0,31326.0,54920.0,"Ventura County, California",111,06
207320.0,6131.0,6506.0,6397.0,4050.0,6022.0,6293.0,6074.0,3893.0,45735.0,3370.0,71997.0,44490.0,16945.0,10625.0,9938.0,4324.0,1416.0,1242.0,27507.0,17623.0,5835.0,1894.0,1327.0,517.0,231.0,80.0,59036.0,2426.0,33558.0,810.0,5592.0,6061.0,3587.0,3156.0,681.0,742.0,251.0,352.0,60592.0,1009.0,172.0,85.0,111.0,36337.0,624.0,5535.0,5594.0,3691.0,3333.0,617.0,607.0,436.0,178.0,63451.0,1519.0,151.0,44.0,24.0,38300.0,23364.0,14936.0,"Yolo County, California",113,06
73437.0,3245.0,3101.0,2823.0,1630.0,2820.0,2946.0,2517.0,1570.0,8793.0,623.0,25139.0,18202.0,6577.0,3977.0,4187.0,1927.0,994.0,540.0,6937.0,5039.0,1415.0,379.0,55.0,42.0,0.0,7.0,17364.0,1386.0,9810.0,488.0,2957.0,2748.0,1547.0,937.0,125.0,72.0,37.0,77.0,24433.0,512.0,72.0,38.0,6.0,9715.0,308.0,2681.0,2399.0,1533.0,941.0,132.0,130.0,95.0,28.0,23782.0,681.0,135.0,23.0,9.0,14599.0,5919.0,8680.0,"Yuba County, California",115,06
