NAME,county,Total Pop,% Foreign Born,% Overseas Move Past Year,Birthrate Past Year,% School Aged,Ave HH Size,% Not Enrolled,% School-Aged Below Poverty Line
"Alameda County, California",001,1515136.0,30.61744952268311,0.9523237517952183,5.053941826273543,18.739571893216187,2.3829556323533847,7.6642130102490045,14.879521211264041
"Alpine County, California",003,1197.0,4.761904761904762,1.8379281537176273,0.0,22.138680033416875,2.228846153846154,3.018867924528302,11.29032258064516
"Amador County, California",005,37764.0,5.687956784238958,0.15888147442008263,2.28590359450058,15.43268721533736,2.2340865690642904,9.317089910775566,12.799543552681628
"Butte County, California",007,220101.0,7.787333996665168,0.3766452673999664,5.945159400570705,17.686880114129423,2.144602989217827,8.600272290580287,24.154629706938298
"Calaveras County, California",009,45507.0,4.309227151866746,0.15382248884786956,2.390815481122026,17.245698463972577,2.3136414694013396,10.652395514780835,9.989716468341413
"Colusa County, California",011,21329.0,23.779830278025223,1.1814899901542502,6.33875282980037,24.81128979323925,2.8282839962997226,7.2751322751322745,25.102961364973524
"Contra Costa County, California",013,1052047.0,23.62613077172408,0.6992083053323663,5.358265302580991,21.203425322252713,2.5978875817858746,7.284260546016945,12.59521449808863
"Del Norte County, California",015,28496.0,6.383352049410444,0.19651880965749577,7.0673344462993875,17.581414935429535,2.2369517460798423,10.878243512974052,29.656652360515025
"El Dorado County, California",017,180441.0,8.821720119041682,0.2976042030358954,4.700669705380561,19.99767236936173,2.5668171818918606,6.601263717991354,9.599654377880185
"Fresno County, California",019,930517.0,22.064185823579795,0.4675895228136617,6.8491037414455835,24.889067045524154,2.8973229914230703,11.024322422138457,33.530775052768654
"Glenn County, California",021,28078.0,15.595840159555523,0.16026782534368544,7.289919170352295,23.45252510862597,2.655158341495266,10.037965072133638,24.042656325739216
"Humboldt County, California",023,134317.0,5.464684291638437,0.318649165779462,5.34636477833267,16.99040329965678,2.0063924033845257,9.767319574076508,21.779452253296625
"Imperial County, California",025,173487.0,32.38571189772144,0.6530748701631822,7.393589960997117,24.43237821854087,3.248520915384215,7.827871753131857,29.583099553582322
"Inyo County, California",027,18474.0,9.553967738443218,0.06495615459564794,5.787781350482315,17.603117895420592,1.910975285676322,6.180811808118081,13.53021978021978
"Kern County, California",029,839153.0,20.398306387512168,0.4342473899277009,7.270608451761359,25.277035296304728,2.9897999797831747,11.88800309269116,29.990772070132266
"Kings County, California",031,151982.0,20.5958600360569,0.6421813109447171,7.538511963290724,22.53951125791212,3.1780810903170043,12.208080336291452,28.551921451329736
"Lake County, California",033,64360.0,8.39030453697949,0.3993163455562461,6.566274269989298,18.931013051584834,2.1807430082092667,9.914642153644124,33.66722314969394
"Lassen County, California",035,34628.0,6.468753609795542,0.2454660968002772,6.411414123171393,14.135959339263025,2.243561603745976,12.40040858018386,18.169209431345354
"Los Angeles County, California",037,9840024.0,35.30408055915311,0.6867869427960744,5.204885147304785,20.622683440609492,2.604114740207209,8.005954830217856,23.600303667838237
"Madera County, California",039,150615.0,21.070278524715334,0.3299804136374199,6.5353232803139845,23.74464694751519,3.115673519959732,10.032715376226827,29.413738408979988
"Marin County, California",041,252759.0,19.13878437563054,0.6567520840009653,5.062361053543841,17.59343880930056,2.1137294507097573,5.644381479232724,8.512381219866123
"Mariposa County, California",043,18193.0,3.5233331501126806,0.17589182652668608,4.9002849002849,14.483592590556807,2.2969063456868333,9.335863377609108,28.204129333852745
"Mendocino County, California",045,87577.0,12.119620448291219,0.2729027027644244,5.6937746602367385,18.552816378729574,2.145588049120142,10.542836041358937,27.097925201532973
"Merced County, California",047,256398.0,25.203784740910617,0.23869140944937167,7.1231294958415905,26.55558935717127,3.1895503315781357,10.47467982610739,32.587235812680994
"Modoc County, California",049,9545.0,5.762179151388161,0.0,9.125475285171103,20.44002095337873,2.0242188944352004,8.713480266529984,29.899941141848146
"Mono County, California",051,14181.0,15.760524645652636,0.853254354417883,4.460166102737619,17.96770326493195,2.233708189158016,9.536891679748823,6.845238095238096
"Monterey County, California",053,416199.0,30.379457903550943,0.7717462079437961,6.625771774531939,22.216295570147935,2.883025241625223,11.135144488665858,23.00478355873147
"Napa County, California",055,136644.0,22.770117970785396,0.5144755715582097,5.832591273374889,19.34442785632739,2.5002776835025147,8.421291567358983,13.398758261566194
"Nevada County, California",057,98521.0,5.425239289085575,0.4983709056952325,4.208292354676743,17.033931852092447,2.1723780596748257,3.7838159933261823,15.277014232484271
"Orange County, California",059,3021840.0,30.521238715484607,0.730581367643555,5.209564051985556,20.712943107510657,2.756492506833391,8.24444969899922,15.327497858580125
"Placer County, California",061,350074.0,10.330672943434816,0.33250112833286677,4.5207822142910254,20.893296845809743,2.5222749873637933,7.711027863607776,9.695767961558502
"Plumas County, California",063,19926.0,5.655926929639667,0.055204255746261165,5.92755214050494,15.808491418247517,1.989437464991598,7.365079365079365,14.574638844301765
"Riverside County, California",065,2192982.0,21.972774970337195,0.521800908534589,6.12903936464342,24.005805793207603,2.933888519181562,10.088651572914827,20.88581175420667
"Sacramento County, California",067,1422348.0,19.81554443778878,0.5291250805006933,5.640068610634649,21.409036325849932,2.41705860730587,9.12019598635189,22.829331786477272
"San Benito County, California",069,55467.0,20.52932374204482,0.2956713000522833,5.400345622119816,24.91571565074729,3.126499241200372,10.40520984081042,17.497456765005087
"San Bernardino County, California",071,2041029.0,21.282549145553542,0.5102328286369278,6.217245636353045,24.583825119584287,3.101558008275907,10.240890619675026,22.97270295529988
"San Diego County, California",073,3100500.0,23.237703596194162,1.0687953555878085,5.371425276174525,19.55410417674569,2.4580700644040783,9.034843923961898,18.06106348658491
"San Francisco County, California",075,807755.0,35.69721016892498,1.4790375794640702,3.850875665733635,10.689008424584188,1.6811575275441815,7.296649332298675,14.07337128399747
"San Joaquin County, California",077,687036.0,23.136487753189062,0.562852601610396,6.719098085547856,24.794625026927264,2.9611794764834705,9.838683166224435,22.640362440329163
"San Luis Obispo County, California",079,270121.0,10.487152054079468,0.40685470585404315,5.088574102158691,16.152761169994186,2.218696508968513,8.092684268426844,13.666683259495246
"San Mateo County, California",081,721183.0,34.17426644832172,0.898385014621809,5.660803778765912,18.44857685219979,2.4981375896010043,7.430401058264686,9.416589475017616
"Santa Barbara County, California",083,423594.0,23.46728235055265,1.10695618918115,5.050044225129184,19.360755818071077,2.4696080695272484,8.728097450342027,18.77161723089823
"Santa Clara County, California",085,1788393.0,36.834912684180715,1.4168026826318376,5.99285703390403,19.91094798514644,2.708145680383326,7.972793089309886,11.587135137067511
"Santa Cruz County, California",087,262340.0,18.408172600442175,0.4848669665319814,4.988607746732223,17.789128611725243,2.3243424856620463,8.033341904517014,15.416438105686597
"Shasta County, California",089,177693.0,5.235996916029332,0.44683808591221935,4.955824108865644,19.08234989560647,2.3285184419765708,8.806181432110415,21.97646756252813
"Sierra County, California",091,3163.0,6.038570976920645,0.0,0.0,15.175466329434082,1.806193272824346,16.041666666666668,29.195402298850574
"Siskiyou County, California",093,44673.0,5.755154119938218,0.2081794372439729,5.144808099835178,17.639289951424796,2.10056258790436,7.055837563451776,23.368969298245617
"Solano County, California",095,414209.0,20.202603033734178,0.698439676588389,6.5477950598300705,20.775019374277235,2.6818169202502347,10.232185190350021,15.030052544700798
"Sonoma County, California",097,483456.0,16.463545803547788,0.32391779189833203,5.366180542084751,18.613276078898597,2.251781971480532,9.014635447342394,12.92284211906948
"Stanislaus County, California",099,515115.0,20.411752715413062,0.42553604534909684,6.737470444590876,24.30991137901245,2.9327546829418085,10.632945761195938,25.645938060252398
"Sutter County, California",101,94615.0,22.716271204354488,0.8941499762194155,5.962820063135742,22.975215346403846,2.8231538519091206,10.281534639801269,23.14624743403595
"Tehama County, California",103,63200.0,9.094936708860759,0.27531645569620256,5.574360821029888,21.150316455696203,2.4221709451014326,9.695518814992145,28.16392125351547
"Trinity County, California",105,13693.0,3.578470751478858,1.0954502300445483,5.956375838926174,16.31490542613014,1.9565323864332067,9.265890778871979,25.7026060296372
"Tulare County, California",107,441877.0,22.71627624882037,0.40169549444754993,7.782299084435401,27.184261683681203,3.277227220241343,11.082991317088602,33.28688254061388
"Tuolumne County, California",109,55205.0,4.84738701204601,0.04347432297799113,5.609581328692804,14.757721220903905,2.164538144469221,6.247698539339634,18.71739407049243
"Ventura County, California",111,822794.0,22.690126568740173,0.5594352899996841,5.6515037742560175,21.829886946185802,2.850228109254208,7.802243687887983,13.675758424121847
"Yolo County, California",113,200873.0,21.243770939847565,1.3296958774947356,4.312217662678024,19.290297849885253,2.349069774656918,7.496967663681644,16.72328555251747
"Yuba County, California",115,72244.0,12.103427274237307,0.5689053762250152,8.636106395019807,23.707159072033665,2.851357103100547,9.05587668593449,25.311359919486726
