Total Pop,Males < 5,Males 5-9,Males 10-14,Males 15-17,Females < 5,Females 5-9,Females 10-14,Females 15-17,# Foreign Born,Overseas Move Past Year,Total Fam HH,1-person Fam HH,2-person Fam HH,3-person Fam HH,4-person Fam HH,5-person Fam HH,6-person Fam HH,7+-person Fam HH,Total non-Fam HH,1-person non-Fam HH,2-person non-Fam HH,3-person non-Fam HH,4-person non-Fam HH,5-person non-Fam HH,6-person non-Fam HH,7+-person non-Fam HH,Total Female Population,Women 15-50 Who've Given Birth,Total Male Public School,Male Public Age 3-4,Male Public Age 5-9,Male Public Age 10-14,Male Public Age 15-17,Total Male Private School,Male Private Age 3-4,Male Private Age 5-9,Male Private Age 10-14,Male Private Age 15-17,Total Male Not Enrolled,Male Not Enrolled Age 3-4,Male Not Enrolled Age 5-9,Male Not Enrolled Age 10-14,Male Not Enrolled Age 15-17,Total Female Public School,Female Public Age 3-4,Female Public Age 5-9,Female Public Age 10-14,Female Public Age 15-17,Total Female Private School,Female Private Age 3-4,Female Private Age 5-9,Female Private Age 10-14,Female Private Age 15-17,Total Female Not Enrolled,Female Not Enrolled Age 3-4,Female Not Enrolled Age 5-9,Female Not Enrolled Age 10-14,Female Not Enrolled Age 15-17,Total Below Poverty Level Ages 3+,Below Poverty Level Enrolled in School Ages 3+,Below Poverty Level Not Enrolled Ages 3+,NAME,county,state
98606.0,2232.0,2700.0,2586.0,1899.0,1953.0,2260.0,2748.0,1737.0,6354.0,463.0,40838.0,26312.0,14776.0,5286.0,4054.0,1465.0,419.0,312.0,14526.0,11566.0,2348.0,392.0,194.0,26.0,0.0,0.0,18857.0,681.0,8817.0,195.0,2361.0,2288.0,1815.0,1221.0,307.0,227.0,249.0,61.0,37495.0,451.0,112.0,49.0,23.0,9290.0,276.0,2070.0,2456.0,1557.0,1276.0,253.0,184.0,292.0,138.0,38216.0,412.0,6.0,0.0,42.0,11637.0,3565.0,8072.0,"Nevada County, California",057,06
3086331.0,98286.0,102592.0,105012.0,67342.0,93624.0,95410.0,103145.0,64239.0,936513.0,21857.0,1002285.0,721785.0,253405.0,159792.0,160488.0,79704.0,36550.0,31846.0,280500.0,213853.0,50008.0,10120.0,4473.0,1199.0,581.0,266.0,786731.0,38210.0,372398.0,10797.0,86081.0,94466.0,60083.0,62915.0,10717.0,12716.0,9316.0,5782.0,1032712.0,19726.0,3795.0,1230.0,1477.0,367105.0,9202.0,81083.0,92134.0,57893.0,66427.0,10213.0,11498.0,9939.0,5124.0,1072542.0,19023.0,2829.0,1072.0,1222.0,371499.0,148587.0,222912.0,"Orange County, California",059,06
361518.0,10297.0,12710.0,12382.0,7990.0,10134.0,11899.0,12217.0,7773.0,37793.0,1296.0,134111.0,94256.0,42989.0,19334.0,18997.0,8225.0,3448.0,1263.0,39855.0,31736.0,6975.0,843.0,243.0,7.0,45.0,6.0,82135.0,3387.0,41808.0,1071.0,10796.0,11412.0,7220.0,6093.0,1473.0,1216.0,852.0,450.0,122931.0,2095.0,698.0,118.0,320.0,42267.0,1006.0,10257.0,10838.0,7237.0,7229.0,1415.0,1239.0,1194.0,458.0,129629.0,1810.0,403.0,185.0,78.0,30131.0,10561.0,19570.0,"Placer County, California",061,06
19286.0,550.0,485.0,444.0,347.0,368.0,609.0,287.0,252.0,922.0,37.0,8529.0,5112.0,3118.0,749.0,927.0,249.0,69.0,0.0,3417.0,2889.0,488.0,24.0,16.0,0.0,0.0,0.0,3418.0,148.0,1752.0,58.0,448.0,396.0,334.0,155.0,31.0,33.0,24.0,9.0,7504.0,118.0,4.0,24.0,4.0,1561.0,13.0,570.0,287.0,184.0,132.0,0.0,5.0,0.0,19.0,7621.0,137.0,34.0,0.0,49.0,2878.0,793.0,2085.0,"Plumas County, California",063,06
2266899.0,81775.0,85599.0,90517.0,56580.0,78256.0,84158.0,85672.0,54210.0,498376.0,11574.0,690388.0,510655.0,168791.0,101563.0,109106.0,69856.0,33808.0,27531.0,179733.0,140389.0,32161.0,4176.0,1820.0,802.0,286.0,99.0,559427.0,31543.0,291583.0,7960.0,75776.0,84376.0,52348.0,34978.0,4413.0,6265.0,5308.0,2775.0,753688.0,21727.0,3558.0,833.0,1457.0,291613.0,6947.0,74778.0,78930.0,50028.0,41584.0,4849.0,6037.0,5810.0,3165.0,760945.0,21627.0,3343.0,932.0,1017.0,353929.0,136455.0,217474.0,"Riverside County, California",065,06
1450277.0,51152.0,51123.0,50807.0,31717.0,48441.0,48011.0,49732.0,30147.0,291185.0,7425.0,519460.0,340777.0,128921.0,76926.0,71299.0,36055.0,15311.0,12265.0,178683.0,140182.0,30983.0,5028.0,1718.0,381.0,202.0,189.0,365827.0,19631.0,178195.0,4935.0,44257.0,46238.0,28561.0,25347.0,3957.0,4711.0,3872.0,2631.0,475969.0,12092.0,2155.0,697.0,525.0,181557.0,5311.0,41833.0,45222.0,26541.0,27575.0,3822.0,4423.0,3879.0,3021.0,503490.0,11332.0,1755.0,631.0,585.0,241854.0,96242.0,145612.0,"Sacramento County, California",067,06
56888.0,1995.0,1974.0,2589.0,1415.0,2003.0,2326.0,2082.0,1404.0,11649.0,126.0,17121.0,13639.0,4563.0,2962.0,3056.0,1754.0,583.0,721.0,3482.0,2790.0,545.0,108.0,16.0,23.0,0.0,0.0,13899.0,846.0,7033.0,141.0,1715.0,2326.0,1263.0,986.0,238.0,216.0,241.0,85.0,19285.0,492.0,43.0,22.0,67.0,7698.0,140.0,2148.0,1973.0,1312.0,857.0,217.0,112.0,93.0,89.0,18806.0,547.0,66.0,16.0,3.0,6369.0,2394.0,3975.0,"San Benito County, California",069,06
2078586.0,79936.0,79592.0,86056.0,53591.0,76486.0,77803.0,79669.0,51261.0,442987.0,10637.0,607604.0,460308.0,139019.0,102092.0,99386.0,62657.0,31641.0,25513.0,147296.0,118402.0,22661.0,3713.0,1670.0,632.0,146.0,72.0,535445.0,31496.0,279737.0,9062.0,70847.0,80878.0,49685.0,32714.0,3133.0,5373.0,3989.0,2741.0,674353.0,20784.0,3372.0,1189.0,1165.0,280415.0,8869.0,69533.0,74610.0,47777.0,37553.0,3443.0,5329.0,3994.0,2195.0,682297.0,19614.0,2941.0,1065.0,1289.0,362079.0,142810.0,219269.0,"San Bernardino County, California",071,06
3183143.0,106662.0,103748.0,97773.0,63747.0,102347.0,94838.0,97730.0,60053.0,743480.0,33245.0,1083811.0,723355.0,276644.0,169044.0,152752.0,71992.0,31463.0,21460.0,360456.0,266119.0,74760.0,12937.0,4613.0,1364.0,421.0,242.0,808555.0,40951.0,376069.0,11600.0,90660.0,89086.0,57654.0,62021.0,10039.0,9716.0,7596.0,4333.0,1097064.0,21911.0,3372.0,1091.0,1760.0,368282.0,12090.0,82765.0,88705.0,54149.0,63406.0,9406.0,8600.0,7878.0,4494.0,1094211.0,21873.0,3473.0,1147.0,1410.0,434080.0,168137.0,265943.0,"San Diego County, California",073,06
829072.0,19226.0,15241.0,13603.0,8647.0,18208.0,14665.0,13291.0,8307.0,294523.0,12712.0,348832.0,159647.0,73875.0,36403.0,28067.0,11216.0,5039.0,5047.0,189185.0,133384.0,42018.0,8710.0,3750.0,757.0,304.0,262.0,227765.0,8672.0,57753.0,1697.0,10378.0,9525.0,6523.0,24912.0,3331.0,4578.0,3649.0,1798.0,326842.0,2189.0,285.0,429.0,326.0,61581.0,1625.0,9874.0,9402.0,6228.0,29006.0,3179.0,4217.0,3745.0,1950.0,305603.0,2038.0,574.0,144.0,129.0,106230.0,37560.0,68670.0,"San Francisco County, California",075,06
701050.0,27339.0,27770.0,29400.0,17730.0,25989.0,26109.0,28330.0,16918.0,161686.0,2805.0,217343.0,162293.0,52591.0,34940.0,35496.0,21845.0,9343.0,8078.0,55050.0,42942.0,9257.0,1709.0,809.0,224.0,44.0,65.0,171642.0,10932.0,91199.0,3318.0,25613.0,27587.0,16260.0,10981.0,1271.0,1344.0,1462.0,855.0,230070.0,6384.0,813.0,351.0,615.0,89810.0,2892.0,23566.0,26584.0,15652.0,14587.0,1446.0,1720.0,1481.0,970.0,233462.0,7076.0,823.0,265.0,296.0,123554.0,48537.0,75017.0,"San Joaquin County, California",077,06
274184.0,6892.0,7021.0,7283.0,4706.0,6514.0,6757.0,7204.0,4348.0,29392.0,1393.0,102350.0,65084.0,32557.0,12982.0,11602.0,5182.0,1872.0,889.0,37266.0,26856.0,7267.0,1674.0,899.0,476.0,50.0,44.0,61716.0,2987.0,35912.0,648.0,6139.0,6489.0,4241.0,3060.0,572.0,508.0,716.0,395.0,97152.0,1850.0,374.0,78.0,70.0,33007.0,925.0,5607.0,6638.0,3886.0,3822.0,692.0,867.0,505.0,334.0,93501.0,989.0,283.0,61.0,128.0,37160.0,19356.0,17804.0,"San Luis Obispo County, California",079,06
739837.0,23618.0,23665.0,22094.0,13149.0,22568.0,22959.0,20757.0,12790.0,254347.0,7019.0,258683.0,175308.0,65706.0,40948.0,39292.0,17801.0,6515.0,5046.0,83375.0,65162.0,14506.0,2196.0,963.0,365.0,87.0,96.0,178781.0,9442.0,72504.0,2456.0,18318.0,18181.0,10893.0,20612.0,4038.0,4596.0,3595.0,2088.0,257243.0,3592.0,751.0,318.0,168.0,72248.0,2659.0,17610.0,16720.0,10232.0,21677.0,3445.0,4826.0,3727.0,2283.0,268806.0,3249.0,523.0,310.0,275.0,53292.0,18305.0,34987.0,"San Mateo County, California",081,06
431555.0,14249.0,13694.0,13462.0,8812.0,13621.0,13058.0,13165.0,8049.0,100015.0,5003.0,142028.0,93059.0,35803.0,20084.0,16652.0,11035.0,4549.0,4936.0,48969.0,35131.0,9321.0,2018.0,1335.0,502.0,341.0,321.0,108100.0,5147.0,60781.0,1716.0,11606.0,12254.0,7952.0,6632.0,975.0,1655.0,1032.0,701.0,140510.0,3111.0,433.0,176.0,159.0,58968.0,1538.0,11048.0,11922.0,7348.0,7206.0,1151.0,1495.0,1106.0,557.0,141087.0,3008.0,515.0,137.0,144.0,65261.0,32570.0,32691.0,"Santa Barbara County, California",083,06
1841569.0,63117.0,63786.0,60281.0,35200.0,60007.0,61775.0,56690.0,33555.0,688400.0,29129.0,614714.0,440578.0,147581.0,108988.0,106097.0,45168.0,17491.0,15253.0,174136.0,132366.0,31982.0,5917.0,2074.0,1222.0,221.0,354.0,465647.0,26361.0,202028.0,5409.0,51260.0,52231.0,30822.0,52943.0,10060.0,10366.0,7141.0,3691.0,633293.0,11064.0,2160.0,909.0,687.0,200240.0,4888.0,50465.0,48821.0,28913.0,49093.0,8556.0,9126.0,7173.0,4025.0,631870.0,11045.0,2184.0,696.0,617.0,171899.0,64896.0,107003.0,"Santa Clara County, California",085,06
267203.0,7659.0,7528.0,8073.0,4907.0,7452.0,7453.0,7239.0,4680.0,48520.0,1107.0,94219.0,59085.0,24941.0,12338.0,12021.0,5572.0,2298.0,1915.0,35134.0,24976.0,7373.0,1459.0,701.0,214.0,361.0,50.0,67562.0,3030.0,34977.0,935.0,6312.0,6699.0,4474.0,4293.0,747.0,887.0,1055.0,329.0,89264.0,1694.0,329.0,319.0,104.0,35332.0,621.0,6185.0,6299.0,4289.0,4756.0,641.0,821.0,878.0,317.0,89814.0,1706.0,447.0,62.0,74.0,37703.0,17202.0,20501.0,"Santa Cruz County, California",087,06
178520.0,5282.0,5669.0,5513.0,3743.0,5048.0,5250.0,5236.0,3364.0,8698.0,666.0,68961.0,44541.0,22673.0,9534.0,6724.0,3583.0,1364.0,663.0,24420.0,19816.0,3623.0,652.0,238.0,41.0,34.0,16.0,38687.0,1533.0,18211.0,539.0,4787.0,4759.0,3345.0,3335.0,530.0,695.0,633.0,305.0,63199.0,1266.0,187.0,121.0,93.0,18836.0,687.0,4547.0,4699.0,3070.0,3826.0,490.0,451.0,445.0,246.0,65496.0,1201.0,252.0,92.0,48.0,30223.0,10796.0,19427.0,"Shasta County, California",089,06
3019.0,19.0,59.0,107.0,69.0,83.0,57.0,79.0,28.0,218.0,0.0,1291.0,840.0,567.0,124.0,94.0,42.0,13.0,0.0,451.0,389.0,62.0,0.0,0.0,0.0,0.0,0.0,461.0,10.0,242.0,0.0,59.0,107.0,44.0,1.0,0.0,0.0,0.0,0.0,1231.0,12.0,0.0,0.0,25.0,197.0,8.0,57.0,79.0,28.0,28.0,8.0,0.0,0.0,0.0,1270.0,24.0,0.0,0.0,0.0,482.0,108.0,374.0,"Sierra County, California",091,06
44261.0,1177.0,1340.0,1223.0,857.0,1190.0,1377.0,1149.0,749.0,2345.0,79.0,19380.0,12050.0,6524.0,2417.0,1745.0,875.0,390.0,99.0,7330.0,5956.0,1252.0,51.0,54.0,5.0,0.0,12.0,8159.0,320.0,3935.0,136.0,1127.0,1097.0,720.0,551.0,105.0,163.0,107.0,64.0,16828.0,229.0,50.0,19.0,73.0,4371.0,195.0,1191.0,961.0,680.0,650.0,54.0,131.0,176.0,50.0,16446.0,168.0,55.0,12.0,19.0,9398.0,2643.0,6755.0,"Siskiyou County, California",093,06
421624.0,13423.0,13820.0,14544.0,9024.0,12928.0,13905.0,13183.0,8748.0,84535.0,2577.0,142521.0,102042.0,38363.0,24797.0,20801.0,10662.0,4392.0,3027.0,40479.0,31982.0,6939.0,928.0,479.0,124.0,14.0,13.0,101769.0,5899.0,48758.0,1383.0,11793.0,13298.0,8089.0,7632.0,1353.0,1501.0,1046.0,646.0,145876.0,3052.0,526.0,200.0,289.0,48268.0,1611.0,12236.0,11858.0,7990.0,7211.0,832.0,1127.0,1061.0,544.0,148653.0,2894.0,542.0,264.0,214.0,49644.0,17282.0,32362.0,"Solano County, California",095,06
491790.0,13799.0,15220.0,14823.0,9589.0,13408.0,14329.0,14351.0,9013.0,81328.0,1391.0,186935.0,117825.0,51145.0,26187.0,24168.0,10263.0,3150.0,2912.0,69110.0,52737.0,13218.0,1963.0,809.0,291.0,17.0,75.0,113431.0,5784.0,52710.0,1599.0,13184.0,13226.0,8221.0,7263.0,1371.0,1722.0,1351.0,1015.0,172973.0,2446.0,314.0,246.0,353.0,55569.0,1312.0,12309.0,12925.0,8292.0,7735.0,1714.0,1259.0,1312.0,604.0,179705.0,2930.0,761.0,114.0,117.0,56720.0,19279.0,37441.0,"Sonoma County, California",097,06
522794.0,20065.0,20091.0,21315.0,13291.0,19172.0,19031.0,20539.0,12271.0,106944.0,2230.0,168090.0,124916.0,41378.0,27469.0,26334.0,16354.0,8461.0,4920.0,43174.0,34289.0,7133.0,986.0,520.0,156.0,66.0,24.0,129190.0,7865.0,68707.0,2374.0,18214.0,20012.0,12217.0,6255.0,932.0,1082.0,988.0,749.0,172108.0,5211.0,795.0,315.0,325.0,68449.0,2109.0,17549.0,19130.0,11322.0,7205.0,937.0,844.0,991.0,562.0,177262.0,4866.0,638.0,418.0,387.0,98273.0,38163.0,60110.0,"Stanislaus County, California",099,06
95067.0,3587.0,3928.0,3355.0,2275.0,3226.0,4199.0,2865.0,2099.0,21832.0,649.0,31723.0,23137.0,8442.0,4808.0,4584.0,2652.0,1516.0,1135.0,8586.0,6975.0,1245.0,199.0,83.0,50.0,34.0,0.0,22557.0,1301.0,11922.0,479.0,3600.0,3219.0,2011.0,1295.0,237.0,211.0,128.0,135.0,31994.0,819.0,117.0,8.0,129.0,12246.0,423.0,3892.0,2657.0,1853.0,1504.0,187.0,241.0,175.0,134.0,32214.0,776.0,66.0,33.0,112.0,14701.0,5796.0,8905.0,"Sutter County, California",101,06
63284.0,2232.0,2266.0,2108.0,1379.0,1936.0,2053.0,2196.0,1409.0,5456.0,110.0,23480.0,16245.0,7327.0,3324.0,2953.0,1585.0,687.0,369.0,7235.0,5883.0,1228.0,58.0,46.0,20.0,0.0,0.0,13616.0,717.0,6714.0,336.0,2143.0,2009.0,1226.0,518.0,106.0,47.0,86.0,129.0,22825.0,353.0,76.0,13.0,24.0,7124.0,144.0,1830.0,2061.0,1258.0,639.0,59.0,124.0,97.0,137.0,22756.0,462.0,99.0,38.0,14.0,10757.0,3357.0,7400.0,"Tehama County, California",103,06
13515.0,319.0,216.0,406.0,206.0,323.0,361.0,327.0,226.0,497.0,0.0,5521.0,3394.0,2067.0,499.0,514.0,243.0,25.0,46.0,2127.0,1714.0,406.0,7.0,0.0,0.0,0.0,0.0,2461.0,84.0,1079.0,96.0,205.0,394.0,201.0,132.0,26.0,0.0,12.0,5.0,5606.0,129.0,11.0,0.0,0.0,1198.0,125.0,286.0,290.0,190.0,153.0,0.0,44.0,37.0,7.0,5116.0,35.0,31.0,0.0,29.0,2461.0,645.0,1816.0,"Trinity County, California",105,06
451108.0,20984.0,20075.0,20623.0,11954.0,19939.0,19965.0,19272.0,11456.0,102742.0,1538.0,132706.0,104044.0,30337.0,21610.0,22134.0,15222.0,8171.0,6570.0,28662.0,22847.0,4300.0,1012.0,239.0,64.0,109.0,91.0,109795.0,7731.0,64593.0,3184.0,18674.0,19793.0,11107.0,4015.0,698.0,740.0,572.0,406.0,145840.0,5669.0,661.0,258.0,441.0,65329.0,2594.0,18495.0,18305.0,10844.0,4707.0,601.0,571.0,703.0,403.0,143347.0,4900.0,899.0,264.0,209.0,113309.0,46996.0,66313.0,"Tulare County, California",107,06
54347.0,1131.0,1444.0,1171.0,822.0,1104.0,1397.0,1189.0,895.0,2617.0,17.0,22181.0,14709.0,8756.0,3090.0,1557.0,785.0,269.0,252.0,7472.0,6250.0,1009.0,99.0,85.0,18.0,11.0,0.0,9345.0,384.0,5168.0,103.0,1266.0,1039.0,719.0,620.0,84.0,160.0,132.0,103.0,22028.0,337.0,18.0,0.0,0.0,4449.0,114.0,1229.0,1045.0,738.0,810.0,84.0,168.0,130.0,137.0,20042.0,283.0,0.0,14.0,20.0,7068.0,1872.0,5196.0,"Tuolumne County, California",109,06
835790.0,27793.0,27861.0,31141.0,19198.0,26813.0,29215.0,27772.0,18270.0,190562.0,4403.0,267829.0,197214.0,69856.0,44218.0,42455.0,21975.0,10089.0,8621.0,70615.0,55160.0,11606.0,2547.0,856.0,295.0,99.0,52.0,202737.0,10397.0,99058.0,3372.0,24273.0,27971.0,17273.0,16331.0,2825.0,2666.0,2925.0,1566.0,282921.0,5628.0,922.0,245.0,359.0,96811.0,2899.0,25270.0,24422.0,16052.0,18357.0,2506.0,3246.0,2773.0,1816.0,290911.0,5975.0,699.0,577.0,402.0,86363.0,31679.0,54684.0,"Ventura County, California",111,06
204162.0,6212.0,6454.0,6365.0,4121.0,5930.0,6728.0,5534.0,3913.0,43669.0,3079.0,70953.0,43978.0,16844.0,10099.0,9693.0,4425.0,1557.0,1360.0,26975.0,17333.0,5827.0,1854.0,1182.0,443.0,272.0,64.0,58246.0,2553.0,32756.0,888.0,5477.0,6046.0,3774.0,3067.0,741.0,797.0,262.0,257.0,60082.0,960.0,180.0,57.0,90.0,35605.0,634.0,5772.0,5142.0,3646.0,3374.0,703.0,794.0,370.0,226.0,62501.0,1439.0,162.0,22.0,41.0,38034.0,22613.0,15421.0,"Yolo County, California",113,06
73059.0,3263.0,2921.0,2998.0,1689.0,2874.0,2967.0,2557.0,1511.0,9257.0,492.0,24712.0,17914.0,6187.0,4083.0,4068.0,1901.0,1081.0,594.0,6798.0,5132.0,1271.0,330.0,56.0,2.0,0.0,7.0,17410.0,1418.0,9848.0,484.0,2781.0,2900.0,1618.0,764.0,102.0,66.0,77.0,67.0,24425.0,694.0,74.0,21.0,4.0,9658.0,239.0,2779.0,2455.0,1441.0,940.0,113.0,104.0,102.0,58.0,23632.0,713.0,84.0,0.0,12.0,14664.0,5820.0,8844.0,"Yuba County, California",115,06
1559308.0,49869.0,49269.0,46914.0,28741.0,47668.0,46412.0,45890.0,27312.0,483750.0,16563.0,551734.0,362173.0,130847.0,91972.0,80317.0,33381.0,15049.0,10607.0,189561.0,144114.0,35458.0,6285.0,2324.0,786.0,212.0,382.0,409701.0,20143.0,174748.0,5280.0,41080.0,41553.0,25489.0,30429.0,6503.0,6655.0,4853.0,2582.0,529334.0,8632.0,1534.0,508.0,670.0,176953.0,5105.0,38628.0,40575.0,24391.0,33651.0,5799.0,6448.0,4992.0,2469.0,556611.0,8636.0,1336.0,323.0,452.0,188635.0,71731.0,116904.0,"Alameda County, California",001,06
