NAME,county,Total Pop,% Foreign Born,% Overseas Move Past Year,Birthrate Past Year,% School Aged,Ave HH Size,% Not Enrolled,% School-Aged Below Poverty Line
"Alameda County, California",001,1535248.0,30.774246245557723,0.982903087970152,4.854951502340925,18.574849144893854,2.318362499031736,7.693656415471473,15.442527647537057
"Alpine County, California",003,1165.0,3.776824034334764,1.3733905579399142,0.0,20.772532188841204,3.2723809523809524,2.066115702479339,25.757575757575758
"Amador County, California",005,37422.0,5.705200149644594,0.11757789535567313,3.0995934959349594,14.929720485276041,2.1711669035212378,9.504206192947914,19.16083916083916
"Butte County, California",007,220542.0,7.48655584877257,0.3922155417108759,5.709451109378862,17.624760816533815,2.3451008827769955,9.44172883972215,22.19369243650572
"Calaveras County, California",009,45147.0,4.20625955212971,0.239218552727756,2.653259025926823,17.07311670764392,2.6071677247593694,9.302023871302541,10.696554836768467
"Colusa County, California",011,21366.0,23.336141533277168,0.8003369839932603,5.047777316161197,24.730880838715716,3.013085399449036,8.364875094625283,17.744543249797896
"Contra Costa County, California",013,1065794.0,23.544512354169754,0.6544416650872494,5.064181669300057,20.973846728354637,2.9230353306401042,7.045781925220767,13.187020115713608
"Del Norte County, California",015,28357.0,6.534541735726629,0.25037909510879147,6.66539706722529,17.646436505977363,3.147294437726723,10.951239008792966,27.286753361251932
"El Dorado County, California",017,180982.0,8.672133140312296,0.2624570399266225,4.981100812923938,19.67322717176294,2.4497228911498,6.614239573093666,10.124656171358343
"Fresno County, California",019,939605.0,21.85482197306315,0.4090016549507506,6.56025108717497,24.723899936675515,3.2040482885151933,11.132251718630949,35.18142656923084
"Glenn County, California",021,28054.0,17.24174805731803,0.1568403792685535,6.484962406015038,23.390603835460183,9.065638306419217,9.5397744590064,23.811794627245273
"Humboldt County, California",023,134613.0,5.740158825670626,0.2585188651913263,4.842428900845504,16.69303856239739,1.9946073918190188,9.518935516888433,20.581567274519468
"Imperial County, California",025,175201.0,32.27835457560174,0.6963430574026405,7.440375405156983,24.564928282372815,6.274708478593141,8.587759654259026,30.72808029250816
"Inyo County, California",027,18482.0,10.442592792987773,0.043285358727410454,4.820936639118457,17.633373011578833,17.685926976249558,7.088063823258668,16.933015980958857
"Kern County, California",029,848204.0,20.593277089002175,0.4507170444845815,6.931964685755182,25.11105818883193,2.8426194761298578,11.952974980398416,30.96102738909927
"Kings County, California",031,151806.0,20.104607196026507,0.7325138663820929,7.233635357794324,22.875907408139337,4.050075993920486,12.295908083047772,29.235590591884208
