Year,COUNTY,ENROLLMENT,DTP#,cnty_vac_rate
2006,EL DORADO,2105.0,1866.0,88.64608076009502
2006,FRESNO,14902.0,14401.0,96.63803516306537
2006,GLENN,451.0,441.0,97.78270509977827
2006,HUMBOLDT,1411.0,1224.0,86.74698795180723
2006,IMPERIAL,2650.0,2567.0,96.86792452830188
2006,INYO,176.0,169.0,96.02272727272727
2006,KERN,13529.0,12841.0,94.91462783649938
2006,KINGS,2292.0,2233.0,97.42582897033158
2006,LAKE,698.0,622.0,89.11174785100286
2006,LASSEN,313.0,268.0,85.62300319488818
2006,LOS ANGELES,128196.0,120671.0,94.1300820618428
2006,LPINE,16.0,15.0,93.75
2006,MADERA,2381.0,2215.0,93.02813943721125
2006,MARIN,2986.0,2701.0,90.45545880776959
2006,MARIPOSA,157.0,144.0,91.71974522292994
2006,MENDOCINO,945.0,821.0,86.87830687830687
2006,MERCED,4441.0,4288.0,96.55482999324477
2006,MODOC,114.0,107.0,93.85964912280701
2006,MONO,162.0,161.0,99.38271604938271
2006,MONTEREY,6158.0,5981.0,97.12569015914258
2006,NAPA,1671.0,1589.0,95.09275882704968
2006,NEVADA,845.0,643.0,76.09467455621302
2006,ORANGE,40860.0,38500.0,94.22418012726382
2006,PLACER,4902.0,4500.0,91.79926560587516
2006,PLUMAS,193.0,160.0,82.90155440414507
2006,RIVERSIDE,31549.0,30607.0,97.01416843640051
2006,SACRAMENTO,18912.0,17451.0,92.2747461928934
2006,SAN BENITO,911.0,880.0,96.59714599341383
2006,SAN BERNARDINO,31291.0,30241.0,96.64440254386245
2006,SAN DIEGO,39067.0,37220.0,95.2722246397215
2006,SAN FRANCISCO,6212.0,5768.0,92.85254346426271
2006,SAN JOAQUIN,10762.0,10347.0,96.14383943504924
2006,SAN LUIS OBISPO,2553.0,2370.0,92.8319623971798
2006,SAN MATEO,8390.0,7993.0,95.26817640047676
2006,SANTA BARBARA,5445.0,5166.0,94.87603305785125
2006,SANTA CLARA,23656.0,22824.0,96.48292188028407
2006,SANTA CRUZ,3251.0,2905.0,89.35712088588127
2006,SHASTA,2143.0,1934.0,90.24731684554364
2006,SIERRA,22.0,21.0,95.45454545454545
2006,SISKIYOU,376.0,289.0,76.86170212765957
2006,SOLANO,5233.0,5002.0,95.58570609592968
2006,SONOMA,5829.0,5292.0,90.78744209984559
2006,STANISLAUS,8397.0,8122.0,96.72502084077647
2006,SUTTER,1502.0,1447.0,96.33821571238349
2006,TEHAMA,802.0,750.0,93.51620947630923
2006,TRINITY,108.0,94.0,87.03703703703704
2006,TULARE,7976.0,7799.0,97.78084252758275
2006,TUOLUMNE,509.0,438.0,86.05108055009823
2006,VENTURA,11228.0,10537.0,93.84574278589241
2006,YOLO,2277.0,2191.0,96.22310057092666
2006,YUBA,1172.0,1098.0,93.68600682593856
2007,ALAMEDA,18196.0,17040.0,93.64695537480765
2007,AMADOR,320.0,303.0,94.6875
2007,BUTTE,2325.0,2167.0,93.20430107526882
2007,CALAVERAS,467.0,401.0,85.86723768736617
2007,COLUSA,373.0,357.0,95.71045576407506
2007,CONTRA COSTA,13985.0,13324.0,95.27350732928137
2007,DEL NORTE,324.0,313.0,96.60493827160494
2007,EL DORADO,2160.0,1955.0,90.50925925925925
2007,FRESNO,14577.0,14065.0,96.48761747959114
2007,GLENN,432.0,428.0,99.07407407407408
2007,HUMBOLDT,1259.0,1076.0,85.46465448768863
2007,IMPERIAL,2636.0,2557.0,97.00303490136571
2007,INYO,153.0,148.0,96.73202614379085
2007,KERN,13715.0,12944.0,94.37841779074006
2007,KINGS,2347.0,2298.0,97.91222837665104
2007,LAKE,693.0,614.0,88.60028860028861
2007,LASSEN,327.0,294.0,89.90825688073394
2007,LOS ANGELES,128118.0,119739.0,93.45993537207886
2007,LPINE,16.0,16.0,100.0
2007,MADERA,2313.0,2202.0,95.20103761348896
2007,MARIN,3099.0,2742.0,88.48015488867377
2007,MARIPOSA,165.0,139.0,84.24242424242424
2007,MENDOCINO,957.0,848.0,88.61024033437826
2007,MERCED,4380.0,4185.0,95.54794520547945
2007,MODOC,115.0,105.0,91.30434782608695
2007,MONO,123.0,119.0,96.7479674796748
2007,MONTEREY,6082.0,5883.0,96.72804998355804
2007,NAPA,1640.0,1589.0,96.89024390243902
2007,NEVADA,760.0,607.0,79.86842105263158
2007,ORANGE,39907.0,37140.0,93.06637933194678
2007,PLACER,4910.0,4463.0,90.89613034623218
2007,PLUMAS,232.0,221.0,95.25862068965517
2007,RIVERSIDE,31242.0,30317.0,97.03924204596377
2007,SACRAMENTO,16068.0,14564.0,90.63978093104306
2007,SAN BENITO,796.0,772.0,96.98492462311557
2007,SAN BERNARDINO,31122.0,29989.0,96.35948846475162
2007,SAN DIEGO,39159.0,37004.0,94.49679511734212
2007,SAN FRANCISCO,6050.0,5669.0,93.70247933884298
2007,SAN JOAQUIN,10639.0,10296.0,96.7760127831563
2007,SAN LUIS OBISPO,2526.0,2303.0,91.17181314330958
2007,SAN MATEO,8647.0,8055.0,93.1536949230947
2007,SANTA BARBARA,5273.0,4952.0,93.91238384221505
2007,SANTA CLARA,24357.0,23386.0,96.01346635464138
2007,SANTA CRUZ,3220.0,2818.0,87.51552795031056
2007,SHASTA,2142.0,1860.0,86.83473389355743
2007,SIERRA,35.0,34.0,97.14285714285714
2007,SISKIYOU,366.0,305.0,83.33333333333334
2007,SOLANO,5374.0,5171.0,96.22255303312244
2007,SONOMA,5790.0,5276.0,91.12262521588946
2007,STANISLAUS,8256.0,7899.0,95.67587209302324
2007,SUTTER,1463.0,1387.0,94.8051948051948
2007,TEHAMA,822.0,780.0,94.8905109489051
2007,TRINITY,90.0,78.0,86.66666666666667
2007,TULARE,8045.0,7839.0,97.43940335612182
2007,TUOLUMNE,443.0,347.0,78.3295711060948
2007,VENTURA,11071.0,10392.0,93.86685936229789
2007,YOLO,2391.0,2272.0,95.02300292764534
2007,YUBA,1133.0,1045.0,92.23300970873787
2008,ALAMEDA,17475.0,16313.0,93.35050071530759
2008,AMADOR,334.0,315.0,94.311377245509
2008,BUTTE,2494.0,2316.0,92.86287089013634
2008,CALAVERAS,365.0,305.0,83.56164383561644
2008,COLUSA,360.0,352.0,97.77777777777777
2008,CONTRA COSTA,14066.0,13321.0,94.70354045215413
2008,DEL NORTE,315.0,297.0,94.28571428571428
2008,EL DORADO,2188.0,1957.0,89.44241316270566
2008,FRESNO,15570.0,14799.0,95.04816955684008
2008,GLENN,430.0,421.0,97.90697674418605
2008,HUMBOLDT,1351.0,1071.0,79.27461139896373
2008,IMPERIAL,2877.0,2798.0,97.25408411539799
2008,INYO,190.0,182.0,95.78947368421052
2008,KERN,13346.0,12399.0,92.90424097107748
2008,KINGS,2351.0,2289.0,97.3628243300723
2008,LAKE,541.0,486.0,89.83364140480592
2008,LASSEN,321.0,284.0,88.47352024922118
2008,LOS ANGELES,123892.0,115806.0,93.47334775449585
2008,LPINE,12.0,11.0,91.66666666666666
2008,MADERA,2335.0,2245.0,96.1456102783726
2008,MARIN,3082.0,2721.0,88.2868267358858
2008,MARIPOSA,129.0,109.0,84.49612403100775
2008,MENDOCINO,1002.0,886.0,88.42315369261478
2008,MERCED,4307.0,4129.0,95.86719294172278
2008,MODOC,119.0,112.0,94.11764705882352
2008,MONO,114.0,113.0,99.12280701754386
2008,MONTEREY,6287.0,5996.0,95.37140130427866
2008,NAPA,1780.0,1692.0,95.0561797752809
2008,NEVADA,758.0,621.0,81.92612137203166
2008,ORANGE,41019.0,37983.0,92.59855189058729
2008,PLACER,4345.0,3928.0,90.40276179516687
2008,PLUMAS,247.0,221.0,89.47368421052632
2008,RIVERSIDE,31390.0,30143.0,96.02739726027397
