NAME,county,Total Pop,% Foreign Born,% Overseas Move Past Year,Birthrate Past Year,% School Aged,Ave HH Size,% Not Enrolled,% School-Aged Below Poverty Line
"Alameda County, California",001,1494876.0,30.745827747585754,1.0166060596330397,4.970187895207758,18.940433855383322,2.367276694500131,503260.9655289331,58.18899751356239
"Alpine County, California",003,1167.0,4.627249357326478,2.6563838903170525,2.857142857142857,22.536418166238217,2.0736196319018405,546.2927756653993,64.63878326996198
"Amador County, California",005,38244.0,5.836209601506118,0.14381340863926367,3.4690321558688417,15.591988285744169,2.233151857920609,16673.597350327018,55.0897199396277
"Butte County, California",007,219309.0,7.850111030555061,0.45187384010688114,5.916490804944226,17.848332717763522,2.169194489685125,71564.76537311908,102.34269217995555
"Calaveras County, California",009,45794.0,4.347731143817967,0.15504214525920426,2.8107861060329067,17.49574180023584,2.2716059401119857,17995.030953569647,44.72041937094359
"Colusa County, California",011,21297.0,24.1677231534958,1.0564868291308636,5.389955083707636,25.045781095929005,2.7591371409410974,7435.246344206974,51.25609298837646
"Contra Costa County, California",013,1037817.0,23.619385691311667,0.6812376363077498,5.450240639846238,21.360991388655226,2.60691021723487,346484.4578145863,43.322597524448774
"Del Norte County, California",015,28561.0,6.680438360001401,0.14705367459122579,9.625570776255708,18.563775778159027,2.1964285714285716,12066.144850999623,91.6635231987929
"El Dorado County, California",017,179878.0,8.42015143597327,0.2968678771167124,4.588320187115878,20.346568229577823,2.5404438894249872,64334.22604442744,39.3262110986639
"Fresno County, California",019,920623.0,22.074508240615323,0.4993357758822015,6.91201284269852,25.082036838097682,2.898068099559343,294514.899974449,83.82970062058543
"Glenn County, California",021,28027.0,15.62065151461091,0.11774360438148927,7.012708620425662,23.3382095836158,2.6802417018458735,9934.358049227947,71.53340467818377
"Humboldt County, California",023,133585.0,5.607665531309653,0.3974997192798592,5.741494932173807,17.125425758880112,2.0105368658428833,47336.20544651834,99.52353892555841
"Imperial County, California",025,171343.0,32.02523593026852,0.9909946715068605,7.677449326389399,24.694326584686856,3.242063766512207,57738.65314804311,82.63849498960106
"Inyo County, California",027,18457.0,9.76865146015062,0.0487619873218833,7.026315789473685,17.473045457008183,1.9446629715716073,7137.806201550387,60.124031007751945
"Kern County, California",029,829254.0,20.50288572620693,0.49876153747826363,7.386784526431445,25.502318951732523,2.9951117786047043,285307.71752278006,73.35905692763819
"Kings County, California",031,152335.0,21.13105983523156,0.7641054255423901,6.947462420002977,22.510256999376374,3.1699744626088355,60124.98562304978,67.42002274649325
"Lake County, California",033,64392.0,8.457572369238415,0.4286246738725307,5.955833147445907,18.974406758603553,2.1897527808597195,24358.22164020298,105.01718775577018
"Lassen County, California",035,35001.0,7.005514128167767,0.14856718379474873,7.254649235868165,14.265306705522699,2.3140906729984416,18325.445623873424,64.5103144402163
"Los Angeles County, California",037,9787747.0,35.57234366601425,0.7064138458012861,5.261587450718761,20.943696235711855,2.608594150786493,3246612.184003637,71.8105522372624
"Madera County, California",039,149611.0,21.3146092199103,0.6129228465821364,6.387410321684796,24.008261424627868,3.108696920772627,47937.53141791253,70.72579971602772
"Marin County, California",041,250666.0,18.51268221458036,0.6550549336567384,4.9102448550398075,17.629036247436826,2.1101490118716315,90793.4286037565,38.23715772799276
"Mariposa County, California",043,18290.0,4.84417714598141,0.28430836522689995,6.146179401993355,14.281027884089667,2.2283598518963275,7784.255742725881,97.3583460949464
"Mendocino County, California",045,87525.0,11.849185946872321,0.2913453299057412,5.610420114236908,18.59582976292488,2.211251287332647,32813.26001474564,89.25411649053821
"Merced County, California",047,253606.0,24.975749785099723,0.2783845808064478,7.490196078431373,26.85188836226272,3.1901967514421425,80507.59517166436,77.06540573878821
"Modoc County, California",049,9587.0,6.706999061228746,0.0,6.563500533617929,19.995827683321163,2.1243052982586144,3842.4992175273865,89.358372456964
"Mono County, California",051,14016.0,18.043664383561644,0.5779109589041096,3.485332558814987,18.2648401826484,2.2152759264196216,6094.75,60.703125
"Monterey County, California",053,411385.0,30.346755472367732,0.9244381783487488,6.635461448832817,22.313890880805083,2.865652843505858,143509.81567824306,60.02440193472482
"Napa County, California",055,135377.0,22.0968111274441,0.6374790400141825,6.438426162493613,19.527689341616377,2.473443111949839,48644.61703737328,46.77712210621879
"Nevada County, California",057,98392.0,5.352061143182373,0.49800796812749004,4.007332348897602,17.521749735750873,2.2337416340447027,37181.520881670534,55.59164733178654
