NAME,county,Total Pop,% Foreign Born,% Overseas Move Past Year,Birthrate Past Year,% School Aged,Ave HH Size,% Not Enrolled,% School-Aged Below Poverty Line
"Alameda County, California",001,1584983.0,31.357686486227298,1.1266366894786883,5.014712266653803,18.04997277573324,2.4536358890065415,540835.5965905715,65.09198186578303
"Alpine County, California",003,1131.0,3.359858532272325,1.3262599469496021,2.4630541871921183,23.253757736516356,2.1629327902240325,588.7414448669201,74.1444866920152
"Amador County, California",005,36995.0,5.5304770914988515,0.18651169076902283,3.69855877756555,13.631571834031625,2.2082610581092803,15988.35514574658,79.11957168352171
"Butte County, California",007,222564.0,7.620729318308442,0.3531568447727395,5.545831589361136,17.344673891554788,2.107024976394007,75429.23329793022,118.79646659586042
"Calaveras County, California",009,44767.0,5.191323966314473,0.16306654455290728,2.851375220792329,16.293251725601447,2.211503169836503,17731.424184261035,74.73265697833837
"Colusa County, California",011,21396.0,24.513927836978873,0.5094410170125258,6.602564102564103,23.761450738455785,2.9458922519574617,7846.12667191188,55.68450039339103
"Contra Costa County, California",013,1096068.0,23.94249261907108,0.8309703412561995,5.114550333639912,20.433951178211572,2.6446286655258664,370223.1124257713,50.23485288208243
"Del Norte County, California",015,27788.0,5.865841370375701,0.19432848711674103,9.278553174759189,18.331653951345906,2.173923076923077,11811.188849627013,94.60149195131528
"El Dorado County, California",017,182093.0,9.431993541761626,0.3910089899117484,4.768173560464443,18.696490254979597,2.4486639508389145,66843.73990306947,53.59671023645175
"Fresno County, California",019,956749.0,21.40028366896647,0.43532838811433305,6.004383505785208,24.347765192333622,2.910070012536387,310104.15412089444,99.79480310972023
"Glenn County, California",021,28029.0,17.93856363052553,0.3032573406115095,6.127411249797373,22.77284241321488,2.516010246557797,9968.020836597212,84.38038539871535
"Humboldt County, California",023,135034.0,5.7548469274404965,0.1666247019269221,5.240578994475479,16.38105958499341,2.002625611648168,47756.087703435805,122.62658227848102
"Imperial County, California",025,178206.0,32.57858882416978,0.8725856592931776,7.022539697861865,24.145651661560215,3.141118709451166,60245.68860535917,86.96228125217877
"Inyo County, California",027,18373.0,10.123550862678933,0.1741686169923257,4.535082715345123,17.868611549556416,1.8421924015336355,7179.721900700579,57.477916539750225
"Kern County, California",029,865736.0,20.342806583069205,0.4160621713778796,6.627706716721173,24.85434358742157,3.0214009767926684,296604.59221649554,83.89900219823119
"Kings County, California",031,150998.0,18.607531225579148,0.6887508443820448,6.638754179342751,22.973814222704934,3.0829349204800467,56726.59152493514,80.13548573075813
"Lake County, California",033,64158.0,8.976277315377661,0.18859690139966956,6.718511985889522,17.709404906636742,2.0546947179473642,24589.043478260868,131.64935750748108
"Lassen County, California",035,32645.0,6.586000918976873,0.2971358554143054,7.549668874172186,12.76152550160821,2.2149354123671943,17419.127220355258,80.17282765242439
"Los Angeles County, California",037,10038388.0,34.723941732477364,0.7227156392042228,4.705280990436433,19.512724552985997,2.5814893494940723,3386725.645061705,86.93573444056274
"Madera County, California",039,153187.0,21.62193919849596,0.2970225933009981,6.972732188377064,23.616233753516944,3.075117194118644,49820.75324100948,86.02426956353484
"Marin County, California",041,258349.0,18.213347061533042,0.8279497888515149,5.448237059264816,17.719828603942727,2.1338725363297346,92223.5166561087,44.29760370475545
"Mariposa County, California",043,17789.0,6.504019337793018,0.2529653156444994,9.58904109589041,13.305975602900668,2.2056949013157894,7602.69117025771,108.36501901140684
"Mendocino County, California",045,87544.0,12.720460568399892,0.23645252672941605,5.383139600496558,18.514118614639496,2.0900378732397313,32771.11352418559,102.85044422507403
"Merced County, California",047,263885.0,25.48648085340205,0.4532277317770999,6.393691516390902,25.67823104761544,3.1513839024797528,85505.90435501248,92.19019790144773
"Modoc County, California",049,9184.0,6.162891986062718,0.0,8.313253012048193,18.477787456445995,1.9848942598187311,3921.0748379493225,97.11255156157925
"Mono County, California",051,14146.0,16.711437862293227,1.088646967340591,1.991310644460536,18.33733917715255,1.7847850678733033,5653.59599074788,26.060138781804167
"Monterey County, California",053,428441.0,30.105895560882363,0.6694037218660213,5.921976695879247,22.149140721826342,2.890612295953468,149653.17374810317,68.2631512392514
"Napa County, California",055,140295.0,23.00723475533697,0.5096404005844827,4.94109537536032,18.79967211946256,2.542267244045778,50110.132701421804,50.18388625592417
"Nevada County, California",057,98570.0,6.249365932839606,0.22927868519833622,4.079089924160346,15.76341686111393,2.100434961605241,37518.487578838976,76.92109666623762
"Orange County, California",059,3116069.0,30.510941830877304,0.7686928627061853,4.827807521902203,19.789837773168696,2.7748296175520824,1050436.5148013914,60.93940794434579
"Placer County, California",061,366280.0,10.512449492191765,0.4106148301845583,4.433234709220546,20.18073604892432,2.485029089586837,125315.29597662274,41.52303904326416
"Plumas County, California",063,18966.0,4.4553411367710645,0.2372666877570389,4.064300879587504,14.826531688284298,1.9256750889988712,7757.149359886202,91.21621621621621
"Riverside County, California",065,2298032.0,22.00974573025963,0.5258412415492909,5.4752684667193385,22.870830345269344,2.9240208948197504,768901.8510366662,68.0963280496367
"Sacramento County, California",067,1465832.0,20.442110692084768,0.5657537835168014,5.3844708266265755,20.721678882709615,2.435775510233154,485160.31849083933,80.96857561441341
"San Benito County, California",069,57557.0,20.331149990444256,0.3023090154108102,6.536926147704591,23.54014281494866,3.222926239419589,19699.139567495757,41.744778212414204
"San Bernardino County, California",071,2094769.0,21.27762058728194,0.5190071077049546,6.0076214422544245,23.380955131568207,3.0472338638240077,683505.1842532418,75.6999614110095
